points,variety,winery,price
87,Bordeaux-style Red Blend,Château Lafleur-Gazin,
87,Bordeaux-style Red Blend,Château le Reysse,28.0
87,Chardonnay,Chateau Ste. Michelle,11.0
87,Red Blend,Caccia al Piano 1868,30.0
87,Cabernet Sauvignon,CULT,28.0
90,Pinot Noir,Anam Cara,55.0
90,Riesling,Weingut Liebfrauenstift,18.0
90,Chardonnay,Donkey & Goat,35.0
90,Sauvignon,Elena Walch,25.0
90,Gewürztraminer,Erste Neue,18.0
90,Sauvignon,Erste Neue,19.0
90,Cabernet Sauvignon,Juslyn Vineyards,125.0
90,Pinot Grigio,Kellerei Kaltern Caldaro,25.0
90,Merlot,Kendall-Jackson,28.0
90,Meritage,Kings Mountain,60.0
90,Spätburgunder,Grafen Neipperg,26.0
90,Riesling,Leonard Kreusch,18.0
90,Riesling,Leonard Kreusch,16.0
90,Syrah,San Pedro,60.0
90,Riesling,Prinz Salm,30.0
90,Riesling,Dr. Pauly Bergweiler,30.0
90,Pinot Noir,Black Kite,55.0
90,Turbiana,CàMaiol,20.0
90,Bordeaux-style Red Blend,Château Anthonic,
90,Malbec,Château de Cénac,44.0
90,Gamay,Château de Pierreux,30.0
90,Cabernet Sauvignon,Coup de Foudre,95.0
90,Portuguese Red,Dão Sul,
90,Portuguese White,Dão Sul,
90,Syrah,Viu Manent,25.0
90,Pinot Grigio,Abbazia di Novacella,20.0
90,Pinot Noir,Angel Vine,30.0
90,Cabernet Sauvignon,Bardessono,55.0
90,Chardonnay,Vie di Romans,42.0
90,Cabernet Franc,Morandé,25.0
88,Sparkling Blend,El Xamfrà,16.0
88,Red Blend,Aljibes,20.0
88,Sparkling Blend,Paul Cheneau,18.0
88,Red Blend,Altesino,20.0
88,Chardonnay,Anam Cara,22.0
88,Tempranillo Blend,Bodegas Berceo,18.0
88,Pinot Noir,Bruliam,46.0
88,Pinot Noir,Carlton Cellars,45.0
88,Red Blend,Compañia de Vinos del Atlántico,19.0
88,Cabernet Sauvignon,Cornerstone,45.0
88,Touriga Nacional,Delaforce,21.0
88,Rosé,Domaine du Vistre,
88,Pinot Gris,Eola Hills,13.0
88,Portuguese Red,Herdade de São Miguel,8.0
88,Bordeaux-style Red Blend,Jarvis,135.0
88,Negrette,Le Roc,19.0
88,Albariño,Licia,16.0
88,Syrah,Matetic,28.0
88,Red Blend,Olivi,35.0
88,Tempranillo,Pietro Beconcini,22.0
88,Red Blend,Poggio al Tesoro,20.0
88,Portuguese Red,Porca de Murça,10.0
88,Cabernet Sauvignon,Rutherford Grove,75.0
88,Pugnitello,San Felice,50.0
88,Pinot Gris,Siltstone,15.0
88,Pinot Noir,Vidon Vineyard,40.0
88,Pinot Noir,Walnut City WineWorks,40.0
88,Pinot Noir,Walnut City WineWorks,20.0
88,Scheurebe,Kühling-Gillot,23.0
88,Red Blend,Domaine d'Arton,12.0
88,Pinot Noir,Firestone,25.0
88,Sauvignon Blanc,Gitton Père et Fils,23.0
88,Rosé,Henri Bourgeois,25.0
88,Portuguese Red,Herdade de São Miguel,8.0
88,Red Blend,Kaiken,18.0
88,Nebbiolo,Marchesi di Barolo,90.0
88,Nebbiolo,Mario Marengo,58.0
88,Chardonnay,Peter Paul Wines,40.0
88,Red Blend,Proemio,25.0
88,Pinot Noir,Roco,30.0
88,Cabernet Franc,Saget la Perrière,
88,Pinot Noir,Saintsbury,72.0
88,Pinot Noir,Siduri,42.0
88,Portuguese Red,Sogevinus,12.0
88,Pinot Noir,Torii Mor,60.0
88,Pinot Noir,Walt,65.0
88,Rosado,Bodegas Ontañón,13.0
88,Tempranillo Blend,Bodegas Vínícola Real,120.0
88,Nebbiolo,Camparo,99.0
88,Pinot Noir,Carr,50.0
88,Nebbiolo,Cascina Chicco,75.0
88,Bordeaux-style Red Blend,Château de Fonbel,
88,Bordeaux-style Red Blend,Château Fleur de Plaisance,15.0
88,Bordeaux-style Red Blend,Château Gauthier,22.0
88,Bordeaux-style Red Blend,Château Haut Canteloup,35.0
88,Bordeaux-style White Blend,Château Thieuley,15.0
88,Chardonnay,Balletto,20.0
87,Tempranillo,Muruve,10.0
87,Pinot Noir,Dierberg,44.0
87,Sauvignon Blanc,Domaine Roux,20.0
90,Auxerrois,Paul Blanck,22.0
90,Pinot Noir,Raptor Ridge,45.0
90,Pinot Noir,René Muré,25.0
90,Tempranillo,Arzuaga,40.0
90,Syrah,Greenwood Ridge,29.0
90,Bordeaux-style Red Blend,Halter Ranch,55.0
90,Riesling,Johannishof,40.0
90,Petit Verdot,Napa Cellars,24.0
90,Red Blend,Paraduxx,48.0
90,Cabernet Sauvignon,Peltier,60.0
90,Red Blend,Pflüger,21.0
90,Riesling,Weingut Hans Bausch,25.0
90,Tempranillo,Alion,95.0
90,Barbera,Boeger,18.0
90,Carignane,Donkey & Goat,28.0
90,Shiraz,Hewitson,25.0
90,Zinfandel,Peachy Canyon,40.0
90,Riesling,Schloss Vollrads,25.0
90,Marsanne,Tahbilk,33.0
90,Grillo,Cusumano,20.0
90,Pinot Noir,Domaine Bart,
